country,average,iso_code
algeria,0.3142857142857143,DZA
australia,0.010657193605683837,AUS
belgium,0.21821036106750394,BEL
canada,0.13595706618962433,CAN
france,0.16383170689855586,FRA
germany,0.016495456341367048,DEU
india,0.03731343283582089,IND
morocco,0.08045977011494253,MAR
south africa,0.22340425531914893,ZAF
spain,0.04685274850469952,ESP
switzerland,0.17295414973882764,CHE
united kingdom,0.04055032585083273,GBR
united states,0.02528875522216891,USA
